Frame,Team,Player,X,Y
94,Team B,0,63.0,9.0
94,Team B,1,102.0,4.0
94,Team B,2,76.0,8.0
94,Team B,3,62.0,18.0
94,Team B,4,36.0,43.0
94,Team B,5,20.0,29.0
94,Team B,6,22.0,35.0
94,Team B,7,76.0,22.0
94,Team B,8,88.0,27.0
94,Team B,9,71.0,62.0
94,Team B,10,43.0,13.0
95,Team A,0,45.0,43.0
95,Team A,1,55.0,15.0
95,Team A,2,54.0,24.0
95,Team A,3,67.0,53.0
95,Team A,4,33.0,56.0
95,Team A,5,2.0,15.0
95,Team A,6,1.0,63.0
95,Team A,7,6.0,33.0
95,Team A,8,44.0,62.0
95,Team A,9,23.0,25.0
95,Team A,10,49.0,29.0
95,Team B,0,64.0,9.0
95,Team B,1,101.0,5.0
95,Team B,2,76.0,8.0
95,Team B,3,61.0,19.0
95,Team B,4,37.0,42.0
95,Team B,5,20.0,29.0
95,Team B,6,22.0,35.0
95,Team B,7,76.0,22.0
95,Team B,8,88.0,27.0
95,Team B,9,70.0,61.0
95,Team B,10,44.0,14.0
96,Team A,0,45.0,43.0
96,Team A,1,55.0,15.0
96,Team A,2,54.0,24.0
96,Team A,3,68.0,53.0
96,Team A,4,33.0,56.0
96,Team A,5,2.0,15.0
96,Team A,6,2.0,62.0
96,Team A,7,6.0,33.0
96,Team A,8,45.0,61.0
96,Team A,9,23.0,25.0
96,Team A,10,48.0,30.0
96,Team B,0,65.0,9.0
96,Team B,1,100.0,6.0
96,Team B,2,76.0,8.0
96,Team B,3,61.0,19.0
96,Team B,4,36.0,43.0
96,Team B,5,20.0,29.0
96,Team B,6,22.0,35.0
96,Team B,7,76.0,22.0
96,Team B,8,87.0,26.0
96,Team B,9,70.0,61.0
96,Team B,10,43.0,13.0
97,Team A,0,45.0,43.0
97,Team A,1,54.0,14.0
97,Team A,2,54.0,24.0
97,Team A,3,67.0,54.0
97,Team A,4,33.0,56.0
97,Team A,5,2.0,15.0
97,Team A,6,2.0,62.0
97,Team A,7,6.0,33.0
97,Team A,8,45.0,61.0
97,Team A,9,23.0,25.0
97,Team A,10,48.0,29.0
97,Team B,0,65.0,9.0
97,Team B,1,99.0,7.0
97,Team B,2,76.0,8.0
97,Team B,3,61.0,19.0
97,Team B,4,37.0,42.0
97,Team B,5,20.0,29.0
97,Team B,6,21.0,34.0
97,Team B,7,76.0,22.0
97,Team B,8,88.0,27.0
97,Team B,9,70.0,61.0
97,Team B,10,43.0,13.0
98,Team A,0,45.0,43.0
98,Team A,1,55.0,15.0
98,Team A,2,54.0,24.0
98,Team A,3,68.0,53.0
98,Team A,4,33.0,56.0
98,Team A,5,3.0,14.0
98,Team A,6,2.0,62.0
98,Team A,7,6.0,33.0
98,Team A,8,45.0,61.0
98,Team A,9,22.0,24.0
98,Team A,10,48.0,28.0
98,Team B,0,66.0,10.0
98,Team B,1,100.0,6.0
98,Team B,2,76.0,8.0
98,Team B,3,61.0,19.0
98,Team B,4,38.0,41.0
98,Team B,5,20.0,29.0
98,Team B,6,22.0,35.0
98,Team B,7,76.0,22.0
98,Team B,8,88.0,27.0
98,Team B,9,70.0,61.0
98,Team B,10,43.0,13.0
99,Team A,0,45.0,43.0
99,Team A,1,54.0,16.0
99,Team A,2,54.0,24.0
99,Team A,3,67.0,54.0
99,Team A,4,33.0,56.0
99,Team A,5,2.0,15.0
99,Team A,6,2.0,62.0
99,Team A,7,6.0,33.0
99,Team A,8,46.0,62.0
99,Team A,9,23.0,25.0
99,Team A,10,49.0,27.0
99,Team B,0,65.0,9.0
99,Team B,1,101.0,7.0
99,Team B,2,76.0,8.0
99,Team B,3,61.0,19.0
99,Team B,4,37.0,42.0
99,Team B,5,20.0,29.0
99,Team B,6,22.0,35.0
99,Team B,7,76.0,22.0
99,Team B,8,88.0,27.0
99,Team B,9,70.0,61.0
99,Team B,10,43.0,13.0
100,Team A,0,45.0,43.0
100,Team A,1,53.0,15.0
100,Team A,2,55.0,23.0
100,Team A,3,68.0,53.0
100,Team A,4,33.0,56.0
100,Team A,5,3.0,16.0
100,Team A,6,2.0,62.0
100,Team A,7,6.0,33.0
100,Team A,8,47.0,61.0
100,Team A,9,24.0,24.0
100,Team A,10,48.0,28.0
100,Team B,0,65.0,9.0
100,Team B,1,100.0,6.0
100,Team B,2,76.0,8.0
100,Team B,3,61.0,19.0
100,Team B,4,36.0,43.0
100,Team B,5,20.0,29.0
100,Team B,6,22.0,35.0
100,Team B,7,76.0,22.0
100,Team B,8,88.0,27.0
100,Team B,9,70.0,61.0
100,Team B,10,42.0,14.0
101,Team A,0,44.0,44.0
101,Team A,1,54.0,15.0
101,Team A,2,54.0,24.0
101,Team A,3,69.0,53.0
101,Team A,4,34.0,57.0
101,Team A,5,2.0,15.0
101,Team A,6,2.0,62.0
101,Team A,7,5.0,34.0
101,Team A,8,46.0,61.0
101,Team A,9,23.0,25.0
101,Team A,10,48.0,28.0
101,Team B,0,66.0,8.0
101,Team B,1,100.0,6.0
101,Team B,2,76.0,8.0
101,Team B,3,61.0,19.0
101,Team B,4,37.0,42.0
101,Team B,5,19.0,30.0
101,Team B,6,22.0,35.0
101,Team B,7,76.0,22.0
101,Team B,8,88.0,27.0
101,Team B,9,70.0,61.0
101,Team B,10,43.0,13.0
102,Team A,0,45.0,43.0
102,Team A,1,55.0,15.0
102,Team A,2,54.0,24.0
102,Team A,3,68.0,54.0
102,Team A,4,33.0,56.0
102,Team A,5,2.0,15.0
102,Team A,6,2.0,62.0
102,Team A,7,6.0,33.0
102,Team A,8,45.0,62.0
102,Team A,9,23.0,25.0
102,Team A,10,48.0,28.0
102,Team B,0,65.0,9.0
102,Team B,1,99.0,7.0
102,Team B,2,76.0,8.0
102,Team B,3,62.0,18.0
102,Team B,4,36.0,43.0
102,Team B,5,20.0,29.0
102,Team B,6,22.0,35.0
102,Team B,7,76.0,22.0
102,Team B,8,88.0,27.0
102,Team B,9,70.0,61.0
102,Team B,10,42.0,12.0
103,Team A,0,45.0,43.0
103,Team A,1,55.0,15.0
103,Team A,2,54.0,24.0
103,Team A,3,69.0,53.0
103,Team A,4,32.0,55.0
103,Team A,5,2.0,15.0
103,Team A,6,2.0,62.0
103,Team A,7,5.0,32.0
103,Team A,8,45.0,61.0
103,Team A,9,23.0,25.0
103,Team A,10,48.0,28.0
103,Team B,0,65.0,9.0
103,Team B,1,100.0,6.0
103,Team B,2,76.0,8.0
103,Team B,3,63.0,17.0
103,Team B,4,35.0,44.0
103,Team B,5,20.0,29.0
103,Team B,6,21.0,34.0
103,Team B,7,77.0,23.0
103,Team B,8,87.0,28.0
103,Team B,9,70.0,61.0
103,Team B,10,41.0,13.0
104,Team A,0,45.0,43.0
104,Team A,1,55.0,15.0
104,Team A,2,53.0,23.0
104,Team A,3,69.0,53.0
104,Team A,4,33.0,56.0
104,Team A,5,2.0,15.0
104,Team A,6,2.0,62.0
104,Team A,7,6.0,33.0
104,Team A,8,45.0,61.0
104,Team A,9,23.0,25.0
104,Team A,10,49.0,29.0
104,Team B,0,65.0,9.0
104,Team B,1,100.0,6.0
104,Team B,2,76.0,8.0
104,Team B,3,62.0,18.0
104,Team B,4,35.0,44.0
104,Team B,5,20.0,29.0
104,Team B,6,20.0,33.0
104,Team B,7,76.0,22.0
104,Team B,8,88.0,27.0
104,Team B,9,70.0,61.0
104,Team B,10,42.0,13.0
105,Team A,0,44.0,44.0
105,Team A,1,55.0,15.0
105,Team A,2,54.0,24.0
105,Team A,3,69.0,53.0
105,Team A,4,33.0,56.0
105,Team A,5,2.0,15.0
105,Team A,6,2.0,62.0
105,Team A,7,6.0,33.0
105,Team A,8,45.0,61.0
105,Team A,9,22.0,26.0
105,Team A,10,48.0,28.0
105,Team B,0,65.0,9.0
105,Team B,1,101.0,7.0
105,Team B,2,76.0,8.0
105,Team B,3,61.0,19.0
105,Team B,4,35.0,44.0
105,Team B,5,19.0,30.0
105,Team B,6,21.0,34.0
105,Team B,7,76.0,22.0
105,Team B,8,88.0,27.0
105,Team B,9,70.0,61.0
105,Team B,10,41.0,12.0
106,Team A,0,45.0,43.0
106,Team A,1,54.0,16.0
106,Team A,2,54.0,24.0
106,Team A,3,69.0,53.0
106,Team A,4,32.0,55.0
106,Team A,5,3.0,16.0
106,Team A,6,3.0,61.0
106,Team A,7,6.0,33.0
106,Team A,8,45.0,61.0
106,Team A,9,21.0,27.0
106,Team A,10,49.0,27.0
106,Team B,0,66.0,10.0
106,Team B,1,100.0,6.0
106,Team B,2,76.0,8.0
106,Team B,3,61.0,19.0
106,Team B,4,35.0,44.0
106,Team B,5,20.0,29.0
106,Team B,6,22.0,35.0
106,Team B,7,77.0,23.0
106,Team B,8,88.0,27.0
106,Team B,9,69.0,62.0
106,Team B,10,42.0,11.0
107,Team A,0,46.0,42.0
107,Team A,1,55.0,15.0
107,Team A,2,55.0,23.0
107,Team A,3,70.0,52.0
107,Team A,4,33.0,54.0
107,Team A,5,2.0,15.0
107,Team A,6,2.0,62.0
107,Team A,7,5.0,32.0
107,Team A,8,45.0,61.0
107,Team A,9,20.0,28.0
107,Team A,10,48.0,28.0
107,Team B,0,65.0,9.0
107,Team B,1,99.0,7.0
107,Team B,2,76.0,8.0
107,Team B,3,61.0,19.0
107,Team B,4,35.0,44.0
107,Team B,5,20.0,29.0
107,Team B,6,23.0,36.0
107,Team B,7,76.0,22.0
107,Team B,8,89.0,28.0
107,Team B,9,70.0,63.0
107,Team B,10,43.0,12.0
108,Team A,0,45.0,43.0
108,Team A,1,56.0,16.0
108,Team A,2,54.0,24.0
108,Team A,3,69.0,53.0
108,Team A,4,33.0,55.0
108,Team A,5,2.0,15.0
108,Team A,6,2.0,62.0
108,Team A,7,6.0,33.0
108,Team A,8,45.0,61.0
108,Team A,9,21.0,27.0
108,Team A,10,49.0,29.0
108,Team B,0,65.0,9.0
108,Team B,1,100.0,6.0
108,Team B,2,76.0,8.0
108,Team B,3,61.0,19.0
108,Team B,4,35.0,44.0
108,Team B,5,20.0,29.0
108,Team B,6,22.0,35.0
108,Team B,7,77.0,23.0
108,Team B,8,88.0,27.0
108,Team B,9,71.0,62.0
108,Team B,10,43.0,13.0
109,Team A,0,44.0,44.0
109,Team A,1,55.0,15.0
109,Team A,2,54.0,24.0
109,Team A,3,69.0,53.0
109,Team A,4,33.0,56.0
109,Team A,5,2.0,15.0
109,Team A,6,2.0,62.0
109,Team A,7,6.0,33.0
109,Team A,8,45.0,61.0
109,Team A,9,22.0,26.0
109,Team A,10,48.0,28.0
109,Team B,0,65.0,9.0
109,Team B,1,100.0,6.0
109,Team B,2,76.0,8.0
109,Team B,3,61.0,19.0
109,Team B,4,35.0,44.0
109,Team B,5,20.0,29.0
109,Team B,6,23.0,34.0
109,Team B,7,76.0,22.0
109,Team B,8,88.0,27.0
109,Team B,9,70.0,61.0
109,Team B,10,43.0,13.0
110,Team A,0,45.0,43.0
110,Team A,1,55.0,15.0
110,Team A,2,55.0,23.0
110,Team A,3,69.0,53.0
110,Team A,4,33.0,56.0
110,Team A,5,2.0,15.0
110,Team A,6,2.0,62.0
110,Team A,7,6.0,33.0
110,Team A,8,45.0,61.0
110,Team A,9,21.0,27.0
110,Team A,10,49.0,29.0
110,Team B,0,65.0,9.0
110,Team B,1,100.0,6.0
110,Team B,2,76.0,8.0
110,Team B,3,61.0,19.0
110,Team B,4,35.0,44.0
110,Team B,5,20.0,29.0
110,Team B,6,22.0,35.0
110,Team B,7,76.0,22.0
110,Team B,8,88.0,27.0
110,Team B,9,70.0,61.0
110,Team B,10,44.0,14.0
111,Team A,0,45.0,43.0
111,Team A,1,55.0,15.0
111,Team A,2,54.0,24.0
111,Team A,3,69.0,53.0
111,Team A,4,33.0,56.0
111,Team A,5,3.0,14.0
111,Team A,6,2.0,62.0
111,Team A,7,6.0,33.0
111,Team A,8,45.0,61.0
111,Team A,9,22.0,26.0
111,Team A,10,48.0,28.0
111,Team B,0,65.0,9.0
111,Team B,1,101.0,5.0
111,Team B,2,76.0,8.0
111,Team B,3,61.0,19.0
111,Team B,4,35.0,44.0
111,Team B,5,20.0,29.0
111,Team B,6,22.0,35.0
111,Team B,7,76.0,22.0
111,Team B,8,88.0,27.0
111,Team B,9,70.0,61.0
111,Team B,10,43.0,15.0
112,Team A,0,45.0,43.0
112,Team A,1,54.0,16.0
112,Team A,2,55.0,25.0
112,Team A,3,69.0,53.0
112,Team A,4,33.0,56.0
112,Team A,5,2.0,15.0
112,Team A,6,2.0,62.0
112,Team A,7,6.0,33.0
112,Team A,8,44.0,60.0
112,Team A,9,23.0,25.0
112,Team A,10,48.0,28.0
112,Team B,0,66.0,8.0
112,Team B,1,100.0,6.0
112,Team B,2,76.0,8.0
112,Team B,3,60.0,20.0
112,Team B,4,35.0,44.0
112,Team B,5,20.0,29.0
112,Team B,6,23.0,36.0
112,Team B,7,76.0,22.0
112,Team B,8,88.0,27.0
112,Team B,9,70.0,61.0
112,Team B,10,43.0,14.0
113,Team A,0,45.0,43.0
113,Team A,1,55.0,15.0
113,Team A,2,54.0,24.0
113,Team A,3,69.0,53.0
113,Team A,4,34.0,57.0
113,Team A,5,2.0,15.0
113,Team A,6,2.0,62.0
113,Team A,7,5.0,34.0
113,Team A,8,45.0,61.0
113,Team A,9,23.0,25.0
113,Team A,10,48.0,28.0
113,Team B,0,65.0,9.0
113,Team B,1,100.0,6.0
113,Team B,2,76.0,8.0
113,Team B,3,59.0,21.0
113,Team B,4,35.0,44.0
113,Team B,5,20.0,29.0
113,Team B,6,22.0,35.0
113,Team B,7,76.0,22.0
113,Team B,8,88.0,27.0
113,Team B,9,70.0,61.0
113,Team B,10,43.0,13.0
114,Team A,0,45.0,43.0
114,Team A,1,56.0,16.0
114,Team A,2,54.0,24.0
114,Team A,3,69.0,53.0
114,Team A,4,33.0,56.0
114,Team A,5,2.0,15.0
114,Team A,6,2.0,62.0
114,Team A,7,6.0,33.0
114,Team A,8,45.0,61.0
114,Team A,9,24.0,26.0
114,Team A,10,48.0,28.0
114,Team B,0,65.0,9.0
114,Team B,1,100.0,6.0
114,Team B,2,75.0,9.0
114,Team B,3,60.0,20.0
114,Team B,4,35.0,44.0
114,Team B,5,20.0,29.0
114,Team B,6,22.0,35.0
114,Team B,7,75.0,21.0
114,Team B,8,89.0,28.0
114,Team B,9,71.0,60.0
114,Team B,10,43.0,13.0
115,Team A,0,46.0,44.0
115,Team A,1,55.0,15.0
115,Team A,2,53.0,25.0
115,Team A,3,70.0,54.0
115,Team A,4,34.0,55.0
115,Team A,5,2.0,15.0
115,Team A,6,2.0,62.0
115,Team A,7,6.0,33.0
115,Team A,8,44.0,60.0
115,Team A,9,25.0,25.0
115,Team A,10,47.0,27.0
115,Team B,0,64.0,10.0
115,Team B,1,101.0,5.0
115,Team B,2,76.0,8.0
115,Team B,3,61.0,19.0
115,Team B,4,36.0,45.0
115,Team B,5,20.0,29.0
115,Team B,6,21.0,34.0
115,Team B,7,76.0,22.0
115,Team B,8,88.0,27.0
115,Team B,9,70.0,61.0
115,Team B,10,43.0,13.0
116,Team A,0,45.0,43.0
116,Team A,1,55.0,15.0
116,Team A,2,54.0,26.0
116,Team A,3,69.0,53.0
116,Team A,4,33.0,54.0
116,Team A,5,1.0,16.0
116,Team A,6,1.0,61.0
116,Team A,7,7.0,34.0
116,Team A,8,43.0,59.0
116,Team A,9,24.0,24.0
116,Team A,10,48.0,28.0
116,Team B,0,65.0,9.0
116,Team B,1,100.0,6.0
116,Team B,2,76.0,8.0
116,Team B,3,60.0,20.0
116,Team B,4,35.0,44.0
116,Team B,5,20.0,29.0
116,Team B,6,22.0,35.0
116,Team B,7,77.0,21.0
116,Team B,8,88.0,27.0
116,Team B,9,70.0,61.0
116,Team B,10,43.0,13.0
117,Team A,0,46.0,44.0
117,Team A,1,55.0,15.0
117,Team A,2,54.0,25.0
117,Team A,3,69.0,53.0
117,Team A,4,32.0,55.0
117,Team A,5,2.0,15.0
117,Team A,6,2.0,60.0
117,Team A,7,6.0,33.0
117,Team A,8,44.0,60.0
117,Team A,9,25.0,23.0
117,Team A,10,47.0,29.0
117,Team B,0,65.0,9.0
117,Team B,1,101.0,5.0
117,Team B,2,76.0,8.0
117,Team B,3,61.0,19.0
117,Team B,4,35.0,44.0
117,Team B,5,20.0,29.0
117,Team B,6,22.0,35.0
117,Team B,7,76.0,22.0
117,Team B,8,89.0,26.0
117,Team B,9,69.0,60.0
117,Team B,10,43.0,13.0
118,Team A,0,45.0,43.0
118,Team A,1,56.0,14.0
118,Team A,2,54.0,24.0
118,Team A,3,69.0,53.0
118,Team A,4,31.0,56.0
118,Team A,5,2.0,15.0
118,Team A,6,3.0,61.0
118,Team A,7,6.0,33.0
118,Team A,8,45.0,61.0
118,Team A,9,24.0,24.0
118,Team A,10,48.0,28.0
118,Team B,0,65.0,9.0
118,Team B,1,100.0,6.0
118,Team B,2,76.0,8.0
118,Team B,3,61.0,19.0
118,Team B,4,35.0,44.0
118,Team B,5,20.0,29.0
118,Team B,6,22.0,35.0
118,Team B,7,77.0,23.0
118,Team B,8,88.0,27.0
118,Team B,9,70.0,61.0
118,Team B,10,43.0,13.0
119,Team A,0,45.0,43.0
119,Team A,1,55.0,15.0
119,Team A,2,55.0,23.0
119,Team A,3,69.0,53.0
119,Team A,4,30.0,55.0
119,Team A,5,2.0,15.0
119,Team A,6,2.0,62.0
119,Team A,7,6.0,33.0
119,Team A,8,45.0,61.0
119,Team A,9,23.0,25.0
119,Team A,10,47.0,27.0
119,Team B,0,66.0,10.0
119,Team B,1,100.0,6.0
119,Team B,2,76.0,8.0
119,Team B,3,62.0,20.0
119,Team B,4,34.0,43.0
119,Team B,5,20.0,29.0
119,Team B,6,21.0,34.0
119,Team B,7,78.0,24.0
119,Team B,8,88.0,27.0
119,Team B,9,70.0,61.0
119,Team B,10,43.0,13.0
120,Team A,0,45.0,43.0
120,Team A,1,55.0,15.0
120,Team A,2,54.0,24.0
120,Team A,3,69.0,53.0
120,Team A,4,31.0,56.0
120,Team A,5,2.0,15.0
120,Team A,6,3.0,61.0
120,Team A,7,7.0,32.0
120,Team A,8,44.0,62.0
120,Team A,9,23.0,25.0
120,Team A,10,48.0,28.0
120,Team B,0,65.0,9.0
120,Team B,1,99.0,7.0
120,Team B,2,76.0,8.0
120,Team B,3,61.0,19.0
120,Team B,4,35.0,44.0
120,Team B,5,20.0,29.0
120,Team B,6,22.0,35.0
120,Team B,7,77.0,23.0
120,Team B,8,89.0,26.0
120,Team B,9,69.0,62.0
120,Team B,10,44.0,12.0
121,Team A,0,45.0,43.0
121,Team A,1,55.0,15.0
121,Team A,2,54.0,24.0
121,Team A,3,69.0,53.0
121,Team A,4,32.0,56.0
121,Team A,5,2.0,15.0
121,Team A,6,2.0,60.0
121,Team A,7,6.0,33.0
121,Team A,8,45.0,61.0
121,Team A,9,23.0,25.0
121,Team A,10,47.0,27.0
121,Team B,0,65.0,9.0
121,Team B,1,100.0,6.0
121,Team B,2,76.0,8.0
121,Team B,3,61.0,19.0
121,Team B,4,35.0,44.0
121,Team B,5,20.0,29.0
121,Team B,6,22.0,35.0
121,Team B,7,76.0,22.0
121,Team B,8,88.0,27.0
121,Team B,9,70.0,63.0
121,Team B,10,43.0,13.0
122,Team A,0,45.0,43.0
122,Team A,1,54.0,14.0
122,Team A,2,54.0,24.0
122,Team A,3,69.0,53.0
122,Team A,4,33.0,55.0
122,Team A,5,2.0,15.0
122,Team A,6,2.0,61.0
122,Team A,7,6.0,33.0
122,Team A,8,44.0,62.0
122,Team A,9,23.0,25.0
122,Team A,10,46.0,26.0
122,Team B,0,65.0,9.0
122,Team B,1,99.0,5.0
122,Team B,2,76.0,8.0
122,Team B,3,62.0,18.0
122,Team B,4,35.0,44.0
122,Team B,5,20.0,29.0
122,Team B,6,22.0,35.0
122,Team B,7,76.0,22.0
122,Team B,8,88.0,27.0
122,Team B,9,70.0,62.0
122,Team B,10,43.0,13.0
123,Team A,0,45.0,43.0
123,Team A,1,55.0,15.0
123,Team A,2,55.0,23.0
123,Team A,3,68.0,54.0
123,Team A,4,33.0,56.0
123,Team A,5,2.0,15.0
123,Team A,6,2.0,62.0
123,Team A,7,6.0,33.0
123,Team A,8,45.0,61.0
123,Team A,9,23.0,25.0
123,Team A,10,47.0,27.0
123,Team B,0,65.0,9.0
123,Team B,1,100.0,6.0
123,Team B,2,76.0,8.0
123,Team B,3,61.0,19.0
123,Team B,4,34.0,43.0
123,Team B,5,20.0,29.0
123,Team B,6,22.0,35.0
123,Team B,7,76.0,22.0
123,Team B,8,89.0,26.0
123,Team B,9,71.0,63.0
123,Team B,10,42.0,14.0
124,Team A,0,46.0,42.0
124,Team A,1,55.0,15.0
124,Team A,2,54.0,24.0
124,Team A,3,69.0,53.0
124,Team A,4,32.0,55.0
124,Team A,5,2.0,15.0
124,Team A,6,3.0,61.0
124,Team A,7,6.0,33.0
124,Team A,8,44.0,62.0
124,Team A,9,23.0,25.0
124,Team A,10,46.0,26.0
124,Team B,0,65.0,9.0
124,Team B,1,100.0,6.0
124,Team B,2,76.0,8.0
124,Team B,3,61.0,19.0
124,Team B,4,35.0,44.0
124,Team B,5,20.0,29.0
124,Team B,6,22.0,35.0
124,Team B,7,76.0,22.0
124,Team B,8,88.0,27.0
124,Team B,9,70.0,62.0
124,Team B,10,43.0,13.0
125,Team A,0,47.0,41.0
125,Team A,1,55.0,15.0
125,Team A,2,54.0,24.0
125,Team A,3,70.0,52.0
125,Team A,4,33.0,56.0
125,Team A,5,2.0,15.0
125,Team A,6,2.0,62.0
125,Team A,7,6.0,33.0
125,Team A,8,45.0,61.0
125,Team A,9,22.0,24.0
125,Team A,10,45.0,27.0
125,Team B,0,65.0,9.0
125,Team B,1,99.0,7.0
125,Team B,2,75.0,9.0
125,Team B,3,61.0,19.0
125,Team B,4,35.0,44.0
125,Team B,5,20.0,29.0
125,Team B,6,22.0,35.0
125,Team B,7,75.0,23.0
125,Team B,8,87.0,28.0
125,Team B,9,70.0,61.0
125,Team B,10,43.0,13.0
126,Team A,0,46.0,40.0
126,Team A,1,56.0,16.0
126,Team A,2,54.0,24.0
126,Team A,3,69.0,53.0
126,Team A,4,33.0,56.0
126,Team A,5,1.0,14.0
126,Team A,6,2.0,62.0
126,Team A,7,6.0,33.0
126,Team A,8,45.0,61.0
126,Team A,9,23.0,25.0
126,Team A,10,44.0,26.0
126,Team B,0,65.0,9.0
126,Team B,1,100.0,6.0
126,Team B,2,76.0,8.0
126,Team B,3,61.0,19.0
126,Team B,4,35.0,44.0
126,Team B,5,20.0,29.0
126,Team B,6,21.0,36.0
126,Team B,7,76.0,22.0
126,Team B,8,86.0,27.0
126,Team B,9,70.0,61.0
126,Team B,10,44.0,14.0
127,Team A,0,45.0,41.0
127,Team A,1,57.0,15.0
127,Team A,2,54.0,24.0
127,Team A,3,69.0,53.0
127,Team A,4,33.0,56.0
127,Team A,5,2.0,15.0
127,Team A,6,2.0,62.0
127,Team A,7,6.0,33.0
127,Team A,8,45.0,61.0
127,Team A,9,24.0,26.0
127,Team A,10,45.0,25.0
127,Team B,0,65.0,9.0
127,Team B,1,100.0,6.0
127,Team B,2,76.0,8.0
127,Team B,3,61.0,19.0
127,Team B,4,35.0,44.0
127,Team B,5,20.0,29.0
127,Team B,6,22.0,35.0
127,Team B,7,76.0,22.0
127,Team B,8,87.0,26.0
127,Team B,9,69.0,60.0
127,Team B,10,43.0,13.0
128,Team A,0,45.0,42.0
128,Team A,1,56.0,15.0
128,Team A,2,55.0,25.0
128,Team A,3,69.0,53.0
128,Team A,4,33.0,56.0
128,Team A,5,2.0,15.0
128,Team A,6,2.0,62.0
128,Team A,7,7.0,34.0
128,Team A,8,45.0,61.0
128,Team A,9,23.0,25.0
128,Team A,10,46.0,26.0
128,Team B,0,65.0,9.0
128,Team B,1,100.0,6.0
128,Team B,2,76.0,8.0
128,Team B,3,61.0,19.0
128,Team B,4,35.0,44.0
128,Team B,5,20.0,29.0
128,Team B,6,22.0,35.0
128,Team B,7,77.0,21.0
128,Team B,8,88.0,27.0
128,Team B,9,70.0,61.0
128,Team B,10,43.0,13.0
129,Team A,0,46.0,41.0
129,Team A,1,55.0,15.0
129,Team A,2,54.0,24.0
129,Team A,3,69.0,53.0
129,Team A,4,33.0,56.0
129,Team A,5,2.0,15.0
129,Team A,6,2.0,62.0
129,Team A,7,6.0,35.0
129,Team A,8,44.0,62.0
129,Team A,9,23.0,25.0
129,Team A,10,47.0,27.0
129,Team B,0,65.0,9.0
129,Team B,1,100.0,6.0
129,Team B,2,75.0,7.0
129,Team B,3,61.0,19.0
129,Team B,4,34.0,45.0
129,Team B,5,20.0,29.0
129,Team B,6,21.0,34.0
129,Team B,7,76.0,22.0
129,Team B,8,87.0,26.0
129,Team B,9,70.0,61.0
129,Team B,10,43.0,13.0
130,Team A,0,47.0,42.0
130,Team A,1,55.0,15.0
130,Team A,2,54.0,24.0
130,Team A,3,69.0,53.0
130,Team A,4,33.0,56.0
130,Team A,5,2.0,15.0
130,Team A,6,1.0,61.0
130,Team A,7,6.0,34.0
130,Team A,8,43.0,61.0
130,Team A,9,23.0,25.0
130,Team A,10,48.0,28.0
130,Team B,0,65.0,9.0
130,Team B,1,100.0,6.0
130,Team B,2,76.0,8.0
130,Team B,3,62.0,18.0
130,Team B,4,35.0,46.0
130,Team B,5,21.0,28.0
130,Team B,6,22.0,35.0
130,Team B,7,76.0,22.0
130,Team B,8,88.0,27.0
130,Team B,9,70.0,61.0
130,Team B,10,43.0,13.0
131,Team A,0,46.0,43.0
131,Team A,1,55.0,15.0
131,Team A,2,54.0,24.0
131,Team A,3,69.0,53.0
131,Team A,4,33.0,56.0
131,Team A,5,2.0,15.0
131,Team A,6,2.0,62.0
131,Team A,7,7.0,33.0
131,Team A,8,44.0,61.0
131,Team A,9,23.0,25.0
131,Team A,10,49.0,29.0
131,Team B,0,65.0,9.0
131,Team B,1,100.0,6.0
131,Team B,2,76.0,8.0
131,Team B,3,61.0,19.0
131,Team B,4,35.0,45.0
131,Team B,5,20.0,29.0
131,Team B,6,22.0,35.0
131,Team B,7,75.0,21.0
131,Team B,8,88.0,27.0
131,Team B,9,70.0,61.0
131,Team B,10,44.0,14.0
132,Team A,0,45.0,43.0
132,Team A,1,55.0,15.0
132,Team A,2,53.0,25.0
132,Team A,3,70.0,52.0
132,Team A,4,32.0,55.0
132,Team A,5,3.0,14.0
132,Team A,6,2.0,62.0
132,Team A,7,6.0,33.0
132,Team A,8,43.0,62.0
132,Team A,9,23.0,25.0
132,Team A,10,48.0,28.0
132,Team B,0,66.0,8.0
132,Team B,1,100.0,6.0
132,Team B,2,76.0,8.0
132,Team B,3,61.0,19.0
132,Team B,4,35.0,44.0
132,Team B,5,21.0,30.0
132,Team B,6,22.0,35.0
132,Team B,7,76.0,22.0
132,Team B,8,89.0,26.0
132,Team B,9,70.0,61.0
132,Team B,10,43.0,13.0
133,Team A,0,45.0,43.0
133,Team A,1,55.0,15.0
133,Team A,2,54.0,24.0
133,Team A,3,69.0,53.0
133,Team A,4,33.0,54.0
133,Team A,5,2.0,13.0
133,Team A,6,2.0,62.0
133,Team A,7,6.0,33.0
133,Team A,8,42.0,61.0
133,Team A,9,23.0,25.0
133,Team A,10,49.0,27.0
133,Team B,0,67.0,9.0
133,Team B,1,100.0,6.0
133,Team B,2,76.0,8.0
133,Team B,3,61.0,19.0
133,Team B,4,36.0,45.0
133,Team B,5,20.0,29.0
133,Team B,6,22.0,35.0
133,Team B,7,76.0,22.0
133,Team B,8,88.0,27.0
133,Team B,9,69.0,60.0
133,Team B,10,43.0,13.0
134,Team A,0,45.0,43.0
134,Team A,1,55.0,15.0
134,Team A,2,53.0,25.0
134,Team A,3,69.0,53.0
134,Team A,4,33.0,55.0
